,INSTNM,CITY,ZIP,INSTURL,FEMALE_COMP_ORIG_YR4_RT,MALE_COMP_ORIG_YR4_RT
2374,Blackfeet Community College,Browning,59417-0819,,PrivacySuppressed,PrivacySuppressed
2375,Butte Academy of Beauty Culture,Butte,59701,,PrivacySuppressed,PrivacySuppressed
2376,Highlands College of Montana Tech,Butte,59701,,0.183406114,0.192468619
2377,Carroll College,Helena,59625-0002,,0.462264151,0.418604651
2378,College of Coiffure Art Ltd,Billings,59102-5333,,PrivacySuppressed,PrivacySuppressed
2379,Benefis Healthcare School of Radiologic Technology,Great Falls,59405,,PrivacySuppressed,PrivacySuppressed
2380,Dawson Community College,Glendive,59330,,PrivacySuppressed,PrivacySuppressed
2381,Chief Dull Knife College,Lame Deer,59043,,PrivacySuppressed,PrivacySuppressed
2382,Montana State University-Billings,Billings,59101-0298,,0.054846939,0.054166667
2383,Flathead Valley Community College,Kalispell,59901,,PrivacySuppressed,PrivacySuppressed
2384,Aaniiih Nakoda College,Harlem,59526,,PrivacySuppressed,PrivacySuppressed
2385,Fort Peck Community College,Poplar,59255-0398,,PrivacySuppressed,PrivacySuppressed
2386,Great Falls College Montana State University,Great Falls,59405,,0.121710526,0.068965517
2387,University of Great Falls,Great Falls,59405-4996,,PrivacySuppressed,PrivacySuppressed
2388,Helena College University of Montana,Helena,59601,,0.148648649,0.083798883
2389,Little Big Horn College,Crow Agency,59022,,PrivacySuppressed,PrivacySuppressed
2390,Miles Community College,Miles City,59301-4774,,PrivacySuppressed,PrivacySuppressed
2391,Modern Beauty School Inc,Missoula,59808,,PrivacySuppressed,PrivacySuppressed
2392,Montana Tech of the University of Montana,Butte,59701-8997,,0.183406114,0.192468619
2393,Montana State University,Bozeman,59717,,0.360272639,0.318222222
2394,The University of Montana,Missoula,59812,,0.309319233,0.242496051
2395,Montana State University-Northern,Havre,59501,,PrivacySuppressed,PrivacySuppressed
2396,Rocky Mountain College,Billings,59102-1796,,0.3,0.241935484
2397,Salish Kootenai College,Pablo,59855,,0.215116279,0.172727273
2398,The University of Montana-Western,Dillon,59725-3598,,PrivacySuppressed,PrivacySuppressed
2399,La'James International College,Fremont,68025,,PrivacySuppressed,PrivacySuppressed
2400,Bellevue University,Bellevue,68005-3098,,0.11,0.10866373
2401,Clarkson College,Omaha,68131-2739,,PrivacySuppressed,PrivacySuppressed
2402,Bryan College of Health Sciences,Lincoln,68506-1299,,PrivacySuppressed,PrivacySuppressed
2403,Central Community College,Grand Island,68802-4903,,0.077386935,0.036637931
2404,Chadron State College,Chadron,69337-2690,,0.311036789,0.33
2405,College of Hair Design-Downtown,Lincoln,68508-2199,,PrivacySuppressed,PrivacySuppressed
2406,Concordia University-Nebraska,Seward,68434-1556,,0.34939759,0.328
2407,Creighton University,Omaha,68178,,0.67826087,0.610108303
2408,Dana College,Blair,68008,,0.328947368,0.273584906
2409,Doane University-Arts & Sciences,Crete,68333,,0.110132159,0.063953488
2410,Grace University,Omaha,68108-3629,,0.197916667,0.196969697
2411,Hastings College,Hastings,68901,,0.551181102,0.510791367
2412,CHI Health School of Radiologic Technology,Omaha,68122,,PrivacySuppressed,PrivacySuppressed
2413,Joseph's College Cosmetology,Lincoln,68510-2226,,PrivacySuppressed,PrivacySuppressed
2414,University of Nebraska at Kearney,Kearney,68849-1212,,0.400849858,0.348162476
2415,Kaplan University-Lincoln Campus,Lincoln,68508,,0.4415437,0.374570447
2416,Mary Lanning Memorial HealthCare School of Radiologic Technology,Hastings,68901-4451,,,
2417,Nebraska Methodist College of Nursing & Allied Health,Omaha,68114-2852,,PrivacySuppressed,PrivacySuppressed
2418,Metropolitan Community College Area,Omaha,68111-1610,,0.037606838,0.027881041
2419,Mid-Plains Community College,North Platte,69101,,PrivacySuppressed,PrivacySuppressed
2420,Midland University,Fremont,68025,,0.487654321,0.374100719
2421,Nebraska Christian College of Hope International University,Papillion,68046,,PrivacySuppressed,PrivacySuppressed
2422,University of Nebraska at Omaha,Omaha,68182-0225,,0.291411043,0.225048924
2423,Kaplan University-Omaha Campus,Omaha,68134-1002,,0.4415437,0.374570447
2424,Nebraska Indian Community College,Macy,68039-0428,,PrivacySuppressed,PrivacySuppressed
2425,University of Nebraska Medical Center,Omaha,68198-7815,,PrivacySuppressed,PrivacySuppressed
2426,Nebraska Wesleyan University,Lincoln,68504-2794,,0.552884615,0.521978022
2427,University of Nebraska-Lincoln,Lincoln,68588,,0.475884244,0.418884664
2428,Northeast Community College,Norfolk,68702-0469,,0.26618705,0.313868613
2429,Peru State College,Peru,68421-0010,,0.33908046,0.24137931
2430,College of Saint Mary,Omaha,68106,,PrivacySuppressed,PrivacySuppressed
2431,Southeast Community College Area,Lincoln,68510-2449,,0.260977631,0.383116883
2432,Union College,Lincoln,68506,,0.392592593,0.280898876
2433,Vatterott College-Spring Valley,Omaha,68137,,PrivacySuppressed,PrivacySuppressed
2434,Nebraska College of Technical Agriculture,Curtis,69025-9552,,0.475884244,0.418884664
2435,Wayne State College,Wayne,68787,,0.443127962,0.326460481
2436,Regional West Medical Center School of Radiologic Technology,Scottsbluff,69361,,,
2437,Western Nebraska Community College,Scottsbluff,69361-1899,,0.096385542,0.065656566
2438,York College,York,68467-2699,,0.369863014,0.338461539
2439,Academy of Hair Design-Las Vegas,Las Vegas,89146,,PrivacySuppressed,PrivacySuppressed
2440,Career College of Northern Nevada,Sparks,89434-7905,,0.432432432,0.322580645
2441,College of Southern Nevada,Las Vegas,89146-1164,,0.034796362,0.014431239
2442,The Art Institute of Las Vegas,Henderson,89074-7737,,0.385321101,0.441558442
2443,Everest College-Henderson,Henderson,89074,,0.350877193,0.192307692
2444,Marinello Schools of Beauty-Las Vegas,Las Vegas,89110,,PrivacySuppressed,PrivacySuppressed
2445,University of Nevada-Las Vegas,Las Vegas,89154,,0.307151231,0.224958949
2446,University of Nevada-Reno,Reno,89557,,0.350332594,0.287694974
2447,Great Basin College,Elko,89801,,PrivacySuppressed,PrivacySuppressed
2448,Morrison University,Reno,89521,,PrivacySuppressed,PrivacySuppressed
2449,Sierra Nevada College,Incline Village,89451,,0.540540541,0.417721519
2450,Southern Nevada University of Cosmetology,Las Vegas,89121-7335,,PrivacySuppressed,PrivacySuppressed
2451,Truckee Meadows Community College,Reno,89512-3999,,PrivacySuppressed,PrivacySuppressed
2452,Western Nevada College,Carson City,89703-7399,,PrivacySuppressed,PrivacySuppressed
2453,Colby-Sawyer College,New London,03257-7835,,0.552147239,0.43902439
2454,Continental Academie of Hair Design-Hudson,Hudson,03051,,PrivacySuppressed,PrivacySuppressed
2455,Daniel Webster College,Nashua,03063-1300,,0.470588235,0.357843137
2456,Dartmouth College,Hanover,03755-3529,,0.807142857,0.809364549
2457,Empire Beauty School-Laconia,Laconia,03246,,PrivacySuppressed,PrivacySuppressed
2458,Empire Beauty School-Somersworth,Somersworth,03878,,PrivacySuppressed,PrivacySuppressed
2459,Franklin Pierce University,Rindge,03461-0060,,0.081932773,0.04516129
2460,Franklin Pierce College-Graduate and Professional Studies,Rindge,03461-0060,,0.081932773,0.04516129
2461,University of New Hampshire-School of Law,Concord,03301-4197,,PrivacySuppressed,PrivacySuppressed
2462,Mount Washington College,Manchester,03103-9969,,0.21878225,0.207739308
2463,Continental Academie of Hair Design-Manchester,Manchester,03103,,PrivacySuppressed,PrivacySuppressed
2464,Keene Beauty Academy,Keene,03431,,PrivacySuppressed,PrivacySuppressed
2465,Lebanon College,Lebanon,03766,,,
2466,McIntosh College,Dover,03820,,0.482014389,0.503080082
2467,Michaels School of Hair Design and Esthetics-Paul Mitchell Partner School,Bedford,03110,,PrivacySuppressed,PrivacySuppressed
2468,New England College,Henniker,03242,,0.357142857,0.378378378
2469,New England School of Hair Design,West Lebanon,03784,,PrivacySuppressed,PrivacySuppressed
2470,Southern New Hampshire University,Manchester,03106-1045,,0.385288967,0.409448819
2471,New Hampshire Institute for Therapeutic Arts,Hudson,03051,,PrivacySuppressed,PrivacySuppressed
2472,University of New Hampshire-Main Campus,Durham,03824-3547,,0.611856034,0.554146342
2473,Keene State College,Keene,03435-1506,,0.37649063,0.309302326
2474,University of New Hampshire at Manchester,Manchester,03101-1113,,0.611856034,0.554146342
2475,Plymouth State University,Plymouth,03264-1595,,0.491159136,0.345041322
2476,NHTI-Concord's Community College,Concord,03301-7412,,0.397435897,0.339449541
2477,White Mountains Community College,Berlin,03570,,0.27755102,0.346820809
2478,Manchester Community College,Manchester,03102-8518,,0.248803828,0.24911032
2479,Nashua Community College,Nashua,03063-1026,,0.381625442,0.216666667
2480,Paul Mitchell the School-Portsmouth,Portsmouth,03801-4084,,PrivacySuppressed,PrivacySuppressed
2481,Rivier University,Nashua,03060,,0.415770609,0.260869565
2482,Saint Anselm College,Manchester,03102-1310,,0.773913044,0.616216216
2483,St Joseph School of Nursing,Nashua,03060,,PrivacySuppressed,PrivacySuppressed
2484,Granite State College,Concord,03301-3471,,0.220394737,0.239583333
2485,Thomas More College of Liberal Arts,Merrimack,03054,,PrivacySuppressed,PrivacySuppressed
2486,Chester College of New England,Chester,03036-4331,,PrivacySuppressed,PrivacySuppressed
2487,Eastwick College-Hackensack,Hackensack,07601,,0.574257426,0.529411765
2488,Atlantic Cape Community College,Mays Landing,08330-2699,,0.061822126,0.046783626
2489,Fortis Institute-Wayne,Wayne,07470,,PrivacySuppressed,PrivacySuppressed
2490,Bergen Community College,Paramus,07652-1595,,0.086906141,0.055031447
2491,Berkeley College-Woodland Park,Woodland Park,07424,,0.380165289,0.25170068
2492,Beth Medrash Govoha,Lakewood,08701-2754,,PrivacySuppressed,PrivacySuppressed
2493,Bloomfield College,Bloomfield,07003,,0.205787781,0.171779141
2494,Brookdale Community College,Lincroft,07738-1597,,0.137044968,0.111975117
2495,Rowan College at Burlington County,Pemberton,08068-1599,,0.058935361,0.038910506
2496,Caldwell University,Caldwell,07006-6195,,0.399122807,0.3203125
2497,Camden County College,Blackwood,08012,,0.123934426,0.060714286
2498,Centenary University,Hackettstown,07840,,0.369747899,0.177083333
2499,Adult and Continuing Education-BCTS,Hackensack,07601-6637,,PrivacySuppressed,PrivacySuppressed
2500,Charles E Gregory School of Nursing,Edison,08818,,PrivacySuppressed,PrivacySuppressed
2501,Branford Hall Career Institute-Parsippany,Parsippany,07054-3897,,0.36935167,0.391650099
2502,Lincoln Technical Institute-Iselin,Iselin,08830,,0.705802969,0.700468019
2503,Dover Business College,Clifton,07011-2161,,0.600858369,0.647398844
2504,Empire Beauty School-Ocean,Ocean,07712-4003,,0.478723404,0.333333333
2505,Cooper Health System Center for Allied Health Education,Camden,08103,,PrivacySuppressed,PrivacySuppressed
2506,County College of Morris,Randolph,07869-2086,,0.254736842,0.135501355
2507,Cumberland County College,Vineland,08362-1500,,PrivacySuppressed,PrivacySuppressed
2508,DeVry University-New Jersey,North Brunswick,08902-3362,,0.144089733,0.132548424
2509,Divers Academy International,ERIAL,08081,,PrivacySuppressed,PrivacySuppressed
2510,Drake College of Business-Elizabeth,Elizabeth,07201,,PrivacySuppressed,PrivacySuppressed
2511,Drew University,Madison,07940,,0.652173913,0.681415929
2512,duCret School of Arts,Plainfield,07060,,PrivacySuppressed,PrivacySuppressed
2513,Lincoln Technical Institute-South Plainfield,South Plainfield,07080-2424,,PrivacySuppressed,PrivacySuppressed
2514,Essex County College,Newark,07102,,PrivacySuppressed,PrivacySuppressed
2515,Empire Beauty School-Union,Union,07083,,PrivacySuppressed,PrivacySuppressed
2516,Fairleigh Dickinson University-Metropolitan Campus,Teaneck,07666,,0.334757835,0.274949084
2517,Felician University,Lodi,07644,,PrivacySuppressed,PrivacySuppressed
2518,Fairleigh Dickinson University-Florham Campus,Madison,07940,,0.334757835,0.274949084
2519,Hohokus School of Trade and Technical Sciences,Paterson,07513,,PrivacySuppressed,PrivacySuppressed
2520,Georgian Court University,Lakewood,08701-2697,,PrivacySuppressed,PrivacySuppressed
2521,Rowan University,Glassboro,08028,,0.582325581,0.493506494
2522,Rowan College at Gloucester County,Sewell,08080,,0.093220339,0.083094556
2523,Empire Beauty School-Cherry Hill,Cherry Hill,08002,,PrivacySuppressed,PrivacySuppressed
2524,Harris School of Business-Cherry Hill Campus,Cherry Hill,08002,,PrivacySuppressed,PrivacySuppressed
2525,Eastwick College-Ramsey,Ramsey,07446-2551,,PrivacySuppressed,PrivacySuppressed
2526,Holy Name Medical Center School of Nursing,Teaneck,07666-4246,,PrivacySuppressed,PrivacySuppressed
2527,Hudson County Community College,Jersey City,07306,,0.035866781,0.023041475
2528,New Jersey City University,Jersey City,07305,,0.189125296,0.159448819
2529,Joe Kubert School of Cartoon and Graphic Art,Dover,07801,,PrivacySuppressed,PrivacySuppressed
2530,Katharine Gibbs School,Piscataway,08854,,0.236790607,0.215736041
2531,Gibbs College,Livingston,07039,,0.236790607,0.215736041
2532,Kean University,Union,07083,,0.373755656,0.256157636
2533,Harris School of Business-Voorhees Campus,Voorhees,08043,,0.676470588,0.357142857
2534,Lincoln Technical Institute-Union,Union,07083,,0.402597403,0.567801858
2535,Rizzieri Aveda School for Beauty and Wellness,Voorhees,08043-1800,,PrivacySuppressed,PrivacySuppressed
2536,Mercer County Community College,West Windsor,08550-3407,,0.035242291,0.038369305
2537,Middlesex County College,Edison,08818-3050,,0.070543375,0.041775457
2538,Monmouth University,West Long Branch,07764-1898,,0.584843493,0.494305239
2539,Montclair State University,Montclair,07043-1624,,0.521666667,0.397946085
2540,HackensackUMC Mountainside School of Nursing,Montclair,07042-4837,,PrivacySuppressed,PrivacySuppressed
2541,JFK Muhlenberg Harold B & Dorothy A Snyder Schools-School of Imaging,Plainfield,07061,,PrivacySuppressed,PrivacySuppressed
2542,JFK Muhlenberg Harold B & Dorothy A Snyder Schools-School of Nursing,Plainfield,07061,,PrivacySuppressed,PrivacySuppressed
2543,Eastwick College-Nutley,Nutley,07110,,0.654761905,0.655339806
2544,Empire Beauty School-Jersey City,Jersey City,07306,,PrivacySuppressed,PrivacySuppressed
2545,New Brunswick Theological Seminary,New Brunswick,08901-1107,,,
2546,Robert Fiance Beauty Schools-West New York,West New York,07093-4623,,PrivacySuppressed,PrivacySuppressed
2547,New Jersey Institute of Technology,Newark,07102,,0.417085427,0.364153627
2548,Ocean County College,Toms River,08754-2001,,PrivacySuppressed,PrivacySuppressed
2549,Omega Institute,Pennsauken,08109-4417,,PrivacySuppressed,PrivacySuppressed
2550,P B Cosmetology Education Center,Gloucester,08030,,PrivacySuppressed,PrivacySuppressed
2551,Parisian Beauty School,Hackensack,07601-5509,,PrivacySuppressed,PrivacySuppressed
2552,Passaic County Community College,Paterson,07505-1179,,PrivacySuppressed,PrivacySuppressed
2553,Pennco Tech-Blackwood,Blackwood,08012,,0.676470588,0.640776699
2554,Princeton Theological Seminary,Princeton,08542-0803,,PrivacySuppressed,PrivacySuppressed
2555,Princeton University,Princeton,08544-0070,,0.470588235,0.372881356
2556,Rabbinical College of America,Morristown,07960,,PrivacySuppressed,PrivacySuppressed
2557,Ramapo College of New Jersey,Mahwah,07430-1680,,0.571709234,0.451827243
2558,Robert Fiance Beauty Schools-Perth Amboy,Perth Amboy,08861,,PrivacySuppressed,PrivacySuppressed
2559,Rider University,Lawrenceville,08648-3099,,0.552727273,0.546875
2560,Roman Academy of Beauty Culture,Hawthorne,07506,,PrivacySuppressed,PrivacySuppressed
2561,Rutgers University-Camden,Camden,08102,,0.538407163,0.475925926
2562,Rutgers University-New Brunswick,New Brunswick,08901-1281,,0.538407163,0.475925926
2563,Rutgers University-Newark,Newark,07102,,0.538407163,0.475925926
2564,St Francis Medical Center-School of Radiologic Technology,Trenton,08629-1986,,PrivacySuppressed,PrivacySuppressed
2565,Saint Francis Medical Center School of Nursing,Trenton,08629-1986,,PrivacySuppressed,PrivacySuppressed
2566,Saint Peter's University,Jersey City,07306-5997,,0.142322097,0.071969697
2567,Salem Community College,Carneys Point,08069-2799,,PrivacySuppressed,PrivacySuppressed
2568,Seton Hall University,South Orange,07079-2697,,0.540192926,0.475409836
2569,Atlantic Beauty & Spa Academy LLC,Egg Harbor Township,08234,,PrivacySuppressed,PrivacySuppressed
2570,College of Saint Elizabeth,Morristown,07960-6989,,PrivacySuppressed,PrivacySuppressed
2571,Raritan Valley Community College,Branchburg,08876,,PrivacySuppressed,PrivacySuppressed
2572,Harrison Career Institute-Delran,Delran,08075,,0.415291051,0.361256545
2573,Harrison Career Institute-Vineland,Vineland,08360,,0.393213573,0.432
2574,Stevens Institute of Technology,Hoboken,07030-5991,,PrivacySuppressed,PrivacySuppressed
