,INSTNM,CITY,ZIP,INSTURL,FEMALE_COMP_ORIG_YR4_RT,MALE_COMP_ORIG_YR4_RT
5857,PC AGE-Metropark,Iselin,08830,,PrivacySuppressed,PrivacySuppressed
5858,American Institute-Margate,Margate,33063,,0.627218935,0.666666667
5859,South Florida Institute of Technology,Miami,33125,,0.75,0.805896806
5860,Southeastern Institute-Charleston,North Charleston,29406,,PrivacySuppressed,PrivacySuppressed
5861,Southeastern College-Jacksonville,Jacksonville,32216,,PrivacySuppressed,PrivacySuppressed
5862,Toni & Guy Hairdressing Academy-Colorado Springs,Colorado Springs,80918,,PrivacySuppressed,PrivacySuppressed
5863,Trend Barber College,Houston,77071-0000,,PrivacySuppressed,PrivacySuppressed
5864,Illinois CareerPath Institute,Chicago,60654-1103,,,
5865,Valley Grande Institute for Academic Studies,Weslaco,78596,,PrivacySuppressed,PrivacySuppressed
5866,West Coast University-Los Angeles,North Hollywood,91606,,0.687331536,0.790960452
5867,Williamson Christian College,Franklin,37067,,PrivacySuppressed,PrivacySuppressed
5868,Music City Barber College,Nashville,37207,,0.323529412,0.356164384
5869,Triangle Tech Inc-Sunbury,Sunbury,17801,,PrivacySuppressed,PrivacySuppressed
5870,DigiPen Institute of Technology,Redmond,98052,,PrivacySuppressed,PrivacySuppressed
5871,California College of Vocational Careers,Bakersfield,93301,,PrivacySuppressed,PrivacySuppressed
5872,Fortis Institute-Fort Lauderdale,Lauderdale Lakes,33313,,0.585159011,0.654320988
5873,University of Phoenix-Cincinnati Campus,West Chester,45069-4874,,0.203170041,0.200926898
5874,University of Phoenix-Wichita Campus,Wichita,67226-4009,,0.203170041,0.200926898
5875,University of Phoenix-Charlotte Campus,Charlotte,28273-3409,,0.203170041,0.200926898
5876,Connecticut Center for Massage Therapy-Groton,Groton,06340,,0.71969697,0.677419355
5877,Pierpont Community and Technical College,Fairmont,26554,,PrivacySuppressed,PrivacySuppressed
5878,Universal College of Beauty Inc-Compton,Compton,90220,,PrivacySuppressed,PrivacySuppressed
5879,ITT Technical Institute-Duluth,Duluth,30097,,0.27284264,0.385719683
5880,ITT Technical Institute-Hilliard,Hilliard,43026,,0.27284264,0.385719683
5881,University of Phoenix-Indiana,Indianapolis,46250-1932,,0.203170041,0.200926898
5882,Career Institute of Health and Technology,Brooklyn,11201,,0.419405321,0.463497453
5883,Dewey University-Hato Rey,Hato Rey,00910,,0.022904483,0.015250545
5884,InterCoast Colleges-West Covina,W. Covina,91791,,0.650238474,0.619246862
5885,Texas School of Business-East,Houston,77029,,0.629502573,0.472340426
5886,Le Cordon Bleu College of Culinary Arts-Atlanta,Tucker,30084,,0.682393556,0.604395604
5887,Colorado Media School,Lakewood,80226,,0.537931035,0.551601424
5888,Paul Mitchell the School-Rhode Island,Cranston,02920,,0.713548387,0.719101124
5889,Miller-Motte Technical College-Chattanooga,Chattanooga,37421,,0.37712766,0.338028169
5890,Milan Institute-Sparks,Sparks,89431,,0.779960707,0.716049383
5891,Empire Beauty School-Framingham,Framingham,01702,,PrivacySuppressed,PrivacySuppressed
5892,Westwood College-Chicago Loop,Chicago,60602,,0.307692308,0.196125908
5893,Interactive College of Technology,Houston,77022,,PrivacySuppressed,PrivacySuppressed
5894,Bexley Hall Seabury Western Theological Seminary Federation Inc.,Chicago,60637,,,
5895,Anthem College-Fenton,Fenton,63026,,0.610929853,0.406779661
5896,Everest Institute-Norcross,Norcross,30093,,0.646306818,0.554945055
5897,Strayer University-Tennessee,Memphis,38118,,0.143858856,0.157383605
5898,Strayer University-Pennsylvania,Trevose,19053,,0.143858856,0.157383605
5899,Brightwood College-Brownsville,Brownsville,78521,,0.665284974,0.559284116
5900,Brightwood College-Corpus Christi,Corpus Christi,78416,,0.712264151,0.613394216
5901,Helms Career Institute,Macon,31210,,0.396276596,0.28125
5902,Everest College-Arlington,Arlington,76011,,0.421861657,0.263736264
5903,University of Phoenix-Columbus Georgia Campus,Columbus,31909,,0.203170041,0.200926898
5904,University of Phoenix-Memphis Campus,Cordova,38018-7290,,0.203170041,0.200926898
5905,University of Phoenix-Columbus Ohio Campus,Columbus,43240-4032,,0.203170041,0.200926898
5906,University of Phoenix-Little Rock Campus,Little Rock,72211-3552,,0.203170041,0.200926898
5907,The Beauty Institute Schwarzkopf Professional-Boise,Boise,83709,,PrivacySuppressed,PrivacySuppressed
5908,Charlie's Guard-Detective Bureau and Academy Inc,Aguadilla,00603,,PrivacySuppressed,PrivacySuppressed
5909,PCI Academy-Plymouth,Plymouth,55446,,PrivacySuppressed,PrivacySuppressed
5910,DeVry University's Keller Graduate School of Management-Pennsylvania,Fort Washington,19034-3204,,PrivacySuppressed,PrivacySuppressed
5911,DeVry University-Nevada,Henderson,89074-7120,,0.142187224,0.112682198
5912,Everest College-Chicago,Chicago,60604,,0.5602537,0.55859375
5913,Everest College-Tacoma,Tacoma,98402-3004,,0.621893178,0.45412844
5914,DeVry University-Oregon,Portland,97225-6651,,0.142187224,0.112682198
5915,National University College-Rio Grande,Rio Grande,00745,,PrivacySuppressed,PrivacySuppressed
5916,Creative Images Institute of Cosmetology-South Dayton,Dayton,45459,,PrivacySuppressed,PrivacySuppressed
5917,Westwood College-Houston South,Houston,77074,,0.157215487,0.127256585
5918,Fortis Institute-Jacksonville,Jacksonville,32216,,0.639037433,0.530612245
5919,Brookline College-Albuquerque,Albuquerque,87105,,0.549318364,0.463414634
5920,Byzantine Catholic Seminary of Saints Cyril and Methodius,Pittsburgh,15214-2229,,,
5921,Remington College-Cleveland West Campus,North Olmsted,44070-2163,,0.6,0.463541667
5922,Northcentral University,San Diego,92106,,PrivacySuppressed,PrivacySuppressed
5923,Colorado Technical University-Online,Colorado Springs,80907,,0.28817652,0.255707763
5924,Baker College of Allen Park,Allen Park,48101,,0.186165095,0.155806738
5925,American Career Institute-Wheaton,Wheaton,20902,,PrivacySuppressed,PrivacySuppressed
5926,Bayamon Community College,Bayamon,00959,,PrivacySuppressed,PrivacySuppressed
5927,Harris School of Business-Dover Campus,Dover,19901,,0.421845574,0.347826087
5928,Folsom Lake College,Folsom,95630,,0.098701299,0.061611374
5929,LeGrand Institute of Cosmetology Inc,Camden,29020,,PrivacySuppressed,PrivacySuppressed
5930,Everest Institute-Detroit,Detroit,48207-4291,,0.6360276,0.562318841
5931,Daymar College-Murfreesboro,Murfreesboro,37128,,0.381443299,0.268115942
5932,Cambridge Technical Institute,San Juan,00918,,PrivacySuppressed,PrivacySuppressed
5933,Empire Beauty School-Midlothian,Midlothian,23112,,PrivacySuppressed,PrivacySuppressed
5934,Empire Beauty School-Owings Mills,Owings Mills,21117,,PrivacySuppressed,PrivacySuppressed
5935,Empire Beauty School-West Mifflin,West Mifflin,15122,,PrivacySuppressed,PrivacySuppressed
5936,Bold Beauty Academy,Billings,59101,,PrivacySuppressed,PrivacySuppressed
5937,ATI College-Norwalk,Norwalk,90650,,PrivacySuppressed,PrivacySuppressed
5938,Advance Science Institute,Hialeah,33012,,PrivacySuppressed,PrivacySuppressed
5939,Advanced College,South Gate,90280,,PrivacySuppressed,PrivacySuppressed
5940,Advance Tech College,Bayamon,00961,,PrivacySuppressed,PrivacySuppressed
5941,Advanced Training Associates,El Cajon,92020,,PrivacySuppressed,PrivacySuppressed
5942,American Advanced Technicians Institute,Hialeah,33014,,PrivacySuppressed,PrivacySuppressed
5943,Anamarc College-El Paso Central,El Paso,79930,,0.75070028,0.8
5944,Baptist University of the Americas,San Antonio,78224-1364,,PrivacySuppressed,PrivacySuppressed
5945,The Beauty Institute,West  Palm Beach,33409,,PrivacySuppressed,PrivacySuppressed
5946,Beis Medrash Heichal Dovid,Monroe,10950-3136,,PrivacySuppressed,PrivacySuppressed
5947,Bellefonte Academy of Beauty,Russell,41169,,PrivacySuppressed,PrivacySuppressed
5948,Blue Cliff Career College,Mobile,36606,,PrivacySuppressed,PrivacySuppressed
5949,Burlington Technical Center,Burlington,05408-2721,,PrivacySuppressed,PrivacySuppressed
5950,Career Beauty College,Lawrenceburg,38464,,PrivacySuppressed,PrivacySuppressed
5951,Paul Mitchell the School-Gastonia,Gastonia,28054,,PrivacySuppressed,PrivacySuppressed
5952,CES College,Burbank,91502-2750,,PrivacySuppressed,PrivacySuppressed
5953,Computer Tutor Business and Technical Institute,Modesto,95356,,PrivacySuppressed,PrivacySuppressed
5954,Mid City College,Baton Rouge,70816-2246,,PrivacySuppressed,PrivacySuppressed
5955,Auguste Escoffier School of Culinary Arts-Austin,Austin,78752,,PrivacySuppressed,PrivacySuppressed
5956,Culinary Institute Inc,Houston,77022-4322,,0.764705882,0.45945946
5957,Dade Medical College-Miami,Miami,33126,,0.574912892,0.60483871
5958,Escuela Hotelera de San Juan,Hato Rey,00917,,0.081300813,0.080924856
5959,Expertise Cosmetology Institute,Las Vegas,89106,,PrivacySuppressed,PrivacySuppressed
5960,Paul Mitchell the School-Monroe,Monroe,53566,,PrivacySuppressed,PrivacySuppressed
5961,Hawaii Technology Institute,Honolulu,96813,,PrivacySuppressed,PrivacySuppressed
5962,Orion Institute,Perrysburg,43551,,PrivacySuppressed,PrivacySuppressed
5963,Health Works Institute,Bozeman,59715,,PrivacySuppressed,PrivacySuppressed
5964,In Session Arts of Cosmetology Beauty School,Saginaw,48609,,PrivacySuppressed,PrivacySuppressed
5965,Moore Career College,Baton Rouge,70817,,PrivacySuppressed,PrivacySuppressed
5966,Industrial Technical College,Humacao,00791,,PrivacySuppressed,PrivacySuppressed
5967,Institute of Beauty Occupation and Technology Course,Moca,00676,,PrivacySuppressed,PrivacySuppressed
5968,Institute of Clinical Acupuncture & Oriental Med,Honolulu,96817,,,
5969,Institute of Hair Design,Shawnee,74804,,PrivacySuppressed,PrivacySuppressed
5970,MedTech Institute-Atlanta Campus,Atlanta,30339,,0.646403242,0.552
5971,Jones International University,Centennial,80112,,0.265625,0.225806452
5972,Leston College,Bayamon,00961,,PrivacySuppressed,PrivacySuppressed
5973,Lynndale Fundamentals of Beauty School,El Dorado,71730-4804,,PrivacySuppressed,PrivacySuppressed
5974,Medical Professional Institute,Malden,02148-8143,,PrivacySuppressed,PrivacySuppressed
5975,Charlotte Christian College and Theological Seminary,Charlotte,28205-1648,,PrivacySuppressed,PrivacySuppressed
5976,Omnitech Institute,Atlanta,30349,,0.471264368,0.57037037
5977,PITC Institute,Wyncote,19095,,,
5978,Skinworks School of Advanced Skincare,Salt Lake City,84115,,PrivacySuppressed,PrivacySuppressed
5979,Southeastern Institute-Columbia,Columbia,29210,,PrivacySuppressed,PrivacySuppressed
5980,Technical Learning Centers Inc,Washington,20006-5540,,PrivacySuppressed,PrivacySuppressed
5981,Total Look School of Cosmetology & Massage Therapy,Cresco,52136,,PrivacySuppressed,PrivacySuppressed
5982,The Art Institute of Tucson,Tucson,85712,,0.307121662,0.304455446
5983,Turning Point Beauty College,Casa Grande,85122,,PrivacySuppressed,PrivacySuppressed
5984,Unitech Training Academy-Lafayette,Lafayette,70506,,0.460035524,0.297297297
5985,Mountwest Community and Technical College,Huntington,25701,,PrivacySuppressed,PrivacySuppressed
5986,Centura College-Columbia,Columbia,29223,,0.490140845,0.517857143
5987,Flagler College-Tallahassee,Tallahassee,32304,,0.628180039,0.640625
5988,Montgomery County Community College-West Campus,Pottstown,19464-5437,,0.199059561,0.157894737
5989,Kanawha Valley Community and Technical College,South Charleston,25303,,0.146666667,0.099056604
5990,American InterContinental University-Online,Schaumburg,60173,,0.337724443,0.328908843
5991,Westwood College-Atlanta Peachtree Center Campus,Atlanta,30303,,0.40266223,0.290035587
5992,ITT Technical Institute-Eden Prairie,Eden Prairie,55344,,0.27284264,0.385719683
5993,Virginia College-Mobile,Mobile,36608,,0.305936693,0.44638276
5994,Le Cordon Bleu College of Culinary Arts-Las Vegas,Las Vegas,89144,,0.687062937,0.61038961
5995,International Academy of Design and Technology-Troy,Troy,48083,,0.239173228,0.211895911
5996,American InterContinental University-Houston,Houston,77042,,0.337724443,0.328908843
5997,Sanford-Brown College-Houston North Loop,Houston,77008,,0.667014251,0.638795987
5998,University of California-Merced,Merced,95343-5603,,0.610169492,0.465909091
5999,Everest College-Fort Worth,Fort Worth,76137,,0.523178808,0.269736842
6000,Remington College-North Houston Campus,Houston,77067,,0.627954779,0.466063348
6001,Paul Mitchell the School-Orlando,Oviedo,32765,,0.713548387,0.719101124
6002,Regency Beauty Institute-Maplewood,Maplewood,55109,,0.605748606,0.619565217
6003,Pima Medical Institute-Las Vegas,Las Vegas,89121,,0.745641484,0.702552719
6004,Remington College-Nashville Campus,Nashville,37214,,0.597480832,0.393939394
6005,Platt College-North OKC,Oklahoma City,73134,,0.637254902,0.556097561
6006,Central Methodist University-College of Graduate and Extended Studies,Fayette,65248-1198,,0.520231214,0.331818182
6007,Westwood College-Northlake,Atlanta,30345,,0.476744186,0.318864775
6008,University of Phoenix-New Jersey,Jersey City,07310-1756,,0.203170041,0.200926898
6009,University of Phoenix-Minnesota,Saint Louis Park,55426-4915,,0.203170041,0.200926898
6010,Brightwood College-Fort Worth,Fort Worth,76103-2310,,0.712264151,0.613394216
6011,Kaplan College-Midland,Lubbock,79401,,0.620967742,0.55
6012,Kaplan College-Lubbock,Lubbock,79401,,0.622135271,0.509345794
6013,Carrington College California-Emeryville,Emeryville,94608,,0.690659812,0.646341463
6014,North-West College-Riverside,Riverside,92503,,0.680451128,0.604651163
6015,Everest Institute-Chelsea,Chelsea,02150,,0.722355769,0.626865672
6016,Everest Institute-Eagan,Eagan,55121-1696,,0.555227407,0.459627329
6017,University of Phoenix-Kentucky,Louisville,40223-3839,,0.203170041,0.200926898
6018,DeVry University-Minnesota,Edina,55435-5876,,0.142187224,0.112682198
6019,Kaplan University-Council Bluffs Campus,Council Bluffs,515035289,,0.214927459,0.184633394
6020,Everest University-Orange Park,Orange Park,32073,,0.216451858,0.183813443
6021,Wyotech-West Sacramento,West Sacramento,95605,,0.684210526,0.797230465
6022,Everest Institute-Bissonnet,Houston,77036-8001,,0.633027523,0.488505747
6023,Everest College-McLean,Vienna,22182,,0.555377207,0.326203209
6024,Brio Academy of Cosmetology-New Haven,Hamden,06514,,0.619047619,0.538461539
6025,Colegio Tecnico de Electricidad Galloza,Aguada,00602,,PrivacySuppressed,PrivacySuppressed
6026,Empire Beauty School-St Paul,Saint Paul,55119-7003,,PrivacySuppressed,PrivacySuppressed
6027,Arthur's Beauty School Inc-Pine Bluff,Pine Bluff,71601,,PrivacySuppressed,PrivacySuppressed
6028,Arthur's Beauty School Inc-Conway,Conway,72032,,PrivacySuppressed,PrivacySuppressed
6029,Vatterott College-St Charles,St Charles,63301,,0.489634146,0.526239769
6030,Branford Hall Career Institute-North Brunswick,North Brunswick,08902,,0.705622933,0.648414986
6031,Anthem Career College-Memphis,Memphis,38134,,0.563031423,0.507064364
6032,Anthem College-Kansas City,Kansas City,64114,,0.50349076,0.514893617
6033,Spa Tech Institute-Ipswich,Ipswich,01938,,PrivacySuppressed,PrivacySuppressed
6034,Spa Tech Institute-Westboro,Westboro,01581,,PrivacySuppressed,PrivacySuppressed
6035,Spa Tech Institute-Plymouth,Plymouth,02360,,PrivacySuppressed,PrivacySuppressed
6036,Milan Institute of Cosmetology-San Antonio Walzem,San Antonio,78218,,0.53988604,0.486486487
6037,Bridgemont Community and Technical College,Montgomery,25136,,0.217213115,0.205035971
6038,Wards Corner Beauty Academy-Virginia Beach,Virginia Beach,23462,,PrivacySuppressed,PrivacySuppressed
6039,Neumont University,Salt Lake City,84111-1917,,PrivacySuppressed,PrivacySuppressed
6040,Johnson & Wales University-Charlotte,Charlotte,28202,,0.542701863,0.44077961
6041,University of Phoenix-Central Valley Campus,Fresno,93720-1552,,0.203170041,0.200926898
6042,L'Ecole Culinaire-St Louis,St. Louis,63124-1188,,0.532687651,0.586206897
6043,Roseman University of Health Sciences,Henderson,89014,,PrivacySuppressed,PrivacySuppressed
6044,Fortis Institute-Port Saint Lucie,Port Saint Lucie,34952,,0.585159011,0.654320988
6045,Fortis Institute-Miami,Miami,33173-3431,,0.628888889,0.622754491
6046,Aviation Institute of Maintenance-Manassas,Manassas,20109,,PrivacySuppressed,PrivacySuppressed
6047,Everest College-North Aurora,North Aurora,60542,,0.636659436,0.43373494
6048,Cosmetology School of Arts and Science LLC,Burley,83318,,PrivacySuppressed,PrivacySuppressed
6049,Universal Technical Institute of Pennsylvania Inc,Exton,19341,,0.710843374,0.669371197
6050,Heritage College-Kansas City,Kansas City,64131,,0.670975323,0.595833333
6051,American Commercial College-Shreveport,Shreveport,71105,,PrivacySuppressed,PrivacySuppressed
6052,Kenneth Shuler School of Cosmetology-Spartanburg,Spartanburg,29301,,PrivacySuppressed,PrivacySuppressed
6053,Kenneth Shuler School of Cosmetology-Columbia,Columbia,29209,,PrivacySuppressed,PrivacySuppressed
6054,Divine Mercy University,Arlington,22202,,,
6055,Pivot Point Academy-Chicago,Chicago,60618,,PrivacySuppressed,PrivacySuppressed
6056,Lincoln Technical Institute-Shelton,Shelton,06484,,0.563995838,0.595673877
6057,Minnesota School of Business-Waite Park,Waite Park,56387,,0.396863118,0.300852619
6058,Minnesota School of Business-Shakopee,Shakopee,55379,,0.396863118,0.300852619
6059,Northwest Career College,Las Vegas,89128,,PrivacySuppressed,PrivacySuppressed
6060,Soma Institute-The National School of Clinical Massage Therapy,Chicago,60604-4110,,0.655367232,0.540983607
6061,Xtreme Career Institute,Aguadilla,00603,,PrivacySuppressed,PrivacySuppressed
6062,Marinello Schools of Beauty-Niantic,Niantic,06357,,PrivacySuppressed,PrivacySuppressed
6063,American Academy of Acupuncture and Oriental Medicine,Roseville,55113,,PrivacySuppressed,PrivacySuppressed
6064,Arizona School of Acupuncture and Oriental Medicine,Tucson,85716-1518,,PrivacySuppressed,PrivacySuppressed
6065,Ave Maria University,Ave Maria,34142-9505,,0.411764706,0.32
6066,Blue Sky School of Professional Massage and Therapeutic Bodywork,Grafton,53024,,PrivacySuppressed,PrivacySuppressed
6067,Buchanan Beauty College,Shelbyville,37160,,PrivacySuppressed,PrivacySuppressed
6068,CALC Institute of Technology,Alton,62002,,PrivacySuppressed,PrivacySuppressed
6069,Cambridge Junior College-Yuba City,Yuba City,95993,,PrivacySuppressed,PrivacySuppressed
6070,Cambridge Institute of Allied Health & Technology,Altamonte Springs,32701,,PrivacySuppressed,PrivacySuppressed
6071,Career Care Institute,Lancaster,93534,,0.528735632,0.533333333
6072,ATA Career Education,Spring Hill,34606,,0.716129032,0.692307692
6073,Career Quest Learning Centers-Lansing,Lansing,48910,,0.611111111,0.5
6074,Central State Massage Academy,Oklahoma City,73162,,PrivacySuppressed,PrivacySuppressed
6075,Community Christian College,Redlands,92374,,PrivacySuppressed,PrivacySuppressed
6076,Credence Institute of Beauty,Crossett,71635,,PrivacySuppressed,PrivacySuppressed
6077,Culpeper Cosmetology Training Center,Culpeper,22701-1055,,PrivacySuppressed,PrivacySuppressed
6078,Day Spa Career College,Ocean Springs,39564,,PrivacySuppressed,PrivacySuppressed
6079,Eastern School of Acupuncture and Traditional Medicine,Bloomfield,07003-3551,,PrivacySuppressed,PrivacySuppressed
6080,Ecclesia College,Springdale,72762,,PrivacySuppressed,PrivacySuppressed
6081,Employment Solutions-College for Technical Education,Lexington,40517,,PrivacySuppressed,PrivacySuppressed
6082,Estelle Medical Academy,Skokie,60077,,PrivacySuppressed,PrivacySuppressed
6083,Evergreen Beauty and Barber College-Everett,Everett,98208,,PrivacySuppressed,PrivacySuppressed
6084,Paul Mitchell the School-Great Lakes,Port Huron,48060,,PrivacySuppressed,PrivacySuppressed
6085,Healthcare Training Institute,Union,07083,,PrivacySuppressed,PrivacySuppressed
6086,Hudson Valley School of Advanced Aesthetic Skin Care,West Park,12493,,PrivacySuppressed,PrivacySuppressed
6087,John D Rockefeller IV Career Center,New Cumberland,26047,,PrivacySuppressed,PrivacySuppressed
6088,Ladera Career Paths Training Centers,Los Angeles,90045-1931,,PrivacySuppressed,PrivacySuppressed
6089,Los Angeles College of Music,Pasadena,91105,,PrivacySuppressed,PrivacySuppressed
6090,Maple Springs Baptist Bible College and Seminary,Capitol Heights,20743,,PrivacySuppressed,PrivacySuppressed
6091,MCI Institute of Technology,West Palm Beach,33409,,PrivacySuppressed,PrivacySuppressed
6092,Oregon Career & Technology Center,Oregon,43616,,PrivacySuppressed,PrivacySuppressed
6093,Performance Training Institute,Toms River,08755,,PrivacySuppressed,PrivacySuppressed
6094,Pacific Coast Trade School,Oxnard,93033,,0.657894737,0.577777778
6095,Centura Institute,Orlando,32810,,PrivacySuppressed,PrivacySuppressed
6096,Precision Manufacturing Institute,Meadville,16335,,PrivacySuppressed,PrivacySuppressed
6097,Professional Massage Training Center,Springfield,65803,,PrivacySuppressed,PrivacySuppressed
6098,Regency School of Hair Design,Prestonsburg,41653,,PrivacySuppressed,PrivacySuppressed
6099,Renaissance College-Massage Program,Bountiful,84010,,PrivacySuppressed,PrivacySuppressed
6100,Rosslyn Training Academy of Cosmetology,Aguada,00602,,,
6101,SAE Institute of Technology-Nashville,Nashville,37203,,PrivacySuppressed,PrivacySuppressed
6102,eClips School of Cosmetology and Barbering,Overland,63114,,PrivacySuppressed,PrivacySuppressed
6103,Shear Academy,Crossville,38555,,PrivacySuppressed,PrivacySuppressed
6104,Southern Technical College,Orlando,32809,,0.363013699,0.5
6105,Stanbridge College,Irvine,92612,,PrivacySuppressed,PrivacySuppressed
6106,Styletrends Barber and Hairstyling Academy,Rock Hill,29730,,PrivacySuppressed,PrivacySuppressed
6107,Universal Career School,Sweetwater,33174,,PrivacySuppressed,PrivacySuppressed
6108,Universal College of Healing Arts,Omaha,68112-1810,,PrivacySuppressed,PrivacySuppressed
6109,Uta Mesivta of Kiryas Joel,Monroe,10950,,PrivacySuppressed,PrivacySuppressed
6110,W L Bonner College,Columbia,29203-5901,,PrivacySuppressed,PrivacySuppressed
6111,Harrisburg University of Science and Technology,Harrisburg,17101-2208,,PrivacySuppressed,PrivacySuppressed
6112,The Art Institute of Ohio-Cincinnati,Cincinnati,45249,,0.388134382,0.324293785
6113,Stevens-Henager College,Logan,84321,,0.402610442,0.328267477
6114,University of Phoenix-Cheyenne Campus,Cheyenne,82009-6112,,0.203170041,0.200926898
6115,University of Phoenix-Springfield  Campus,Springfield,65804-7216,,0.203170041,0.200926898
6116,University of Phoenix-Iowa,Des Moines,50309-4109,,0.203170041,0.200926898
6117,University of Phoenix-San Antonio Campus,San Antonio,78230-3876,,0.203170041,0.200926898
6118,University of Phoenix-Austin Campus,Austin,78759-5459,,0.203170041,0.200926898
6119,University of Phoenix-Richmond-Virginia Beach Campus,Glen Allen,23060-4169,,0.203170041,0.200926898
6120,University of Phoenix-Raleigh Campus,Raleigh,27606-3380,,0.203170041,0.200926898
6121,Blue Ridge Community and Technical College,Martinsburg,25403,,0.311740891,0.260504202
6122,Lincoln Technical Institute-Suffield,Suffield,06078,,0.635514019,0.630841122
6123,Sanford-Brown College-Las Vegas,Henderson,89074,,0.345573235,0.327348893
6124,Sanford-Brown College-Seattle,Tukwila,98188-0000,,0.345573235,0.327348893
6125,International Academy of Design and Technology-Nashville,Nashville,37214,,0.239173228,0.211895911
6126,Le Cordon Bleu College of Culinary Arts-Miami,Miramar,33025,,0.732035928,0.677304965
6127,Le Cordon Bleu College of Culinary Arts-Minneapolis,Mendota Heights,55120-9914,,0.682393556,0.604395604
6128,Anthem College-Portland,Beaverton,97005,,0.610929853,0.406779661
6129,McCann School of Business & Technology,Shreveport,71105,,0.339031339,0.258064516
6130,ITT Technical Institute-Kansas City,Kansas City,64133,,0.27284264,0.385719683
6131,ITT Technical Institute-Kennesaw,Kennesaw,30144,,0.27284264,0.385719683
6132,ITT Technical Institute-Owings Mills,Owings Mills,21117,,0.27284264,0.385719683
6133,ITT Technical Institute-Warrensville Heights,Warrensville Heights,44128,,0.27284264,0.385719683
6134,Union Graduate College,Schenectady,12308,,PrivacySuppressed,PrivacySuppressed
6135,Chambersburg Beauty School,Chambersburg,17201,,PrivacySuppressed,PrivacySuppressed
6136,Daytona College,Ormond Beach,32174-8445,,PrivacySuppressed,PrivacySuppressed
6137,Delta Technical College,Horn Lake,38637,,0.649122807,0.724373576
6138,United States University,San Diego,92108,,PrivacySuppressed,PrivacySuppressed
6139,Westwood College-Arlington Ballston,Arlington,22203,,0.296758105,0.229213483
6140,Brightwood College-Bakersfield,Bakersfield,93304,,0.683532659,0.568345324
6141,Brightwood College-Fresno,Clovis,93612,,0.754040759,0.695876289
6142,Empire Beauty School-Avondale,Avondale,85323,,PrivacySuppressed,PrivacySuppressed
6143,Empire Beauty School-North Tucson,Tucson,85705,,PrivacySuppressed,PrivacySuppressed
6144,Empire Beauty School-Littleton,Littleton,80123,,PrivacySuppressed,PrivacySuppressed
6145,Empire Beauty School-Aurora,Aurora,80017,,PrivacySuppressed,PrivacySuppressed
6146,Everest Institute-Gahanna,Gahanna,43230,,0.654641443,0.532075472
6147,Everest College-Merrionette Park,Merrionette Park,60803,,0.502,0.322674419
6148,Everest College-Earth City,Earth City,63045,,0.621893178,0.45412844
6149,Everest College-Mesa,Mesa,85206,,0.277632724,0.180297398
6150,Everest Institute-Silver Spring,Silver Spring,20910,,0.431750742,0.304849885
6151,Alvareitas College of Cosmetology-Belleville,Belleville,62226,,PrivacySuppressed,PrivacySuppressed
6152,AmeriTech College-Draper,Draper,84020-6545,,0.781659389,0.707317073
6153,Argosy University-Los Angeles,Los Angeles,90045,,0.189534405,0.183673469
6154,Brown Mackie College-Miami,Miramar,33027-3264,,0.307121662,0.304455446
6155,Regency Beauty Institute-Darien,Darien,60561,,0.605748606,0.619565217
6156,Regency Beauty Institute-Aurora,Aurora,60504,,0.605748606,0.619565217
6157,Regency Beauty Institute-Madison,Madison,53704,,0.605748606,0.619565217
6158,Regency Beauty Institute-Ridgedale,Minnetonka,55305,,0.605748606,0.619565217
6159,San Joaquin Valley College-Modesto,Salida,95368,,0.600576784,0.595155709
6160,Fortis College-Largo,Largo,33771,,0.38704028,0.397058824
6161,Platt College-Moore,Moore,73160,,0.637254902,0.556097561
6162,Platt College-Dallas,Dallas,75234,,0.637254902,0.556097561
6163,Harrison College-Northwest,Indianapolis,46278,,0.34901223,0.268115942
6164,Universal Technical Institute of Massachusetts Inc,Norwood,02062,,0.672222222,0.694069602
6165,Eagle Gate College-Layton,Layton,84041,,0.513157895,0.328125
6166,Carsten Institute of Cosmetology,New York,10017,,PrivacySuppressed,PrivacySuppressed
6167,Academy of Hair Design-Jasper,Jasper,75951,,PrivacySuppressed,PrivacySuppressed
6168,SAE Expression College,Emeryville,94608,,0.647058824,0.590163934
6169,Unitech Training Academy-West Monroe,West Monroe,71291,,0.460035524,0.297297297
6170,Daymar College-Bellevue,Bellevue,41073,,0.38701623,0.224043716
6171,DeVry University-Oklahoma,Oklahoma City,73116-1695,,0.142187224,0.112682198
6172,Salter School-Fall River,Fall River,02720,,0.654575893,0.480176212
6173,Seacoast Career School-Manchester Campus,Manchester,03101,,0.746636771,0.698113208
6174,Instituto de Educacion Tecnica Ocupacional La Reine-Aguadilla,Aguadilla,00603-0000,,PrivacySuppressed,PrivacySuppressed
6175,New River Community and Technical College,Beaver,25813-8987,,PrivacySuppressed,PrivacySuppressed
6176,The College of Health Care Professions-Southwest Houston,Houston,77074,,0.706982544,0.64
6177,Eagle Gate College-Salt Lake City,Salt Lake City,84111,,0.513157895,0.328125
6178,Brightwood College-Palm Springs,Palm Springs,92262-7011,,0.798913044,0.740614335
6179,University of Phoenix-Savannah Campus,Savannah,31405-7400,,0.203170041,0.200926898
6180,University of Phoenix-Northern Nevada Campus,Reno,89521-5862,,0.203170041,0.200926898
6181,Minnesota School of Business-Rochester,Rochester,55901,,0.396863118,0.300852619
